contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Gemeentehuis Ommen,0175::SB1,7731 EE,1125,738,1,1,0,1,0,678,63,0,0,1,0,0,741,193,69,42,40,33,52,114,13,53,21,24,81,3
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau Jeugdgebouw ""De Schakel""",0175::SB2,8148 PD,1268,783,4,0,0,0,0,696,91,0,0,0,0,0,787,273,112,40,43,20,45,48,11,48,24,13,106,0
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau Verenigingsgebouw ""De Garve""",0175::SB5,7685 PL,980,574,1,1,0,0,0,531,45,0,0,0,0,0,576,158,46,13,17,14,40,152,27,17,8,14,67,1
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau Restaurant ""De Bootsman""",0175::SB6,7737 PE,930,477,0,1,0,0,2,423,53,0,0,0,0,0,478,168,68,11,20,14,23,53,10,27,19,8,55,1
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau Verenigingsgebouw ""Irene""",0175::SB7,7738 PB,812,528,1,0,0,0,0,456,73,0,0,0,0,0,529,159,84,12,13,15,21,63,29,34,18,14,66,0
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Cultureel Centrum CARROUSEL,0175::SB14,7731 EH,932,605,1,1,0,0,0,555,52,0,0,0,0,0,607,125,54,27,49,36,28,133,10,52,23,15,53,0
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau ""Nijenhaghen""",0175::SB15,7731 ZL,1254,913,1,0,0,0,0,845,69,0,0,0,0,0,914,197,77,24,73,41,38,202,23,57,43,22,114,2
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau Restaurant ""De Wildzang""",0175::SB16,7731 AX,729,598,1,2,0,0,0,559,42,0,0,0,0,0,601,122,137,18,38,48,18,82,7,36,15,18,58,1
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau Kerkelijk Centrum ""De Kern""",0175::SB17,7731 CP,1146,707,1,1,0,0,1,658,50,0,0,0,0,0,709,208,100,28,36,24,42,94,18,35,22,17,83,0
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau C.B.S. De Kardoen,0175::SB18,7731 VW,888,485,1,0,0,0,0,446,40,0,0,0,0,0,486,129,53,28,27,13,27,101,13,29,17,5,43,0
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau Restaurant ""De Nieuwe Brug""",0175::SB19,7731 PR,724,409,0,2,0,0,2,363,45,0,1,0,0,0,410,106,96,10,23,22,9,33,1,33,7,16,53,0
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Hervormd Centrum,0175::SB20,7731 GH,1119,586,8,3,0,0,0,560,37,0,0,0,0,0,597,157,68,22,26,31,28,89,16,27,16,24,82,0
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau Sportzaal ""De Slaghen""",0175::SB21,7731 TJ,1015,869,5,3,0,0,0,806,71,0,0,0,0,0,877,192,128,45,71,51,49,126,14,67,20,14,92,0
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau LARCOM,0175::SB22,7731 SM,901,550,1,3,0,0,0,509,45,0,0,0,0,0,554,101,93,27,34,27,33,105,14,22,21,10,63,0
,Ommen,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Mobiel stembureau,0175::SB23,,0,131,0,1,0,0,0,117,15,0,0,0,0,0,132,63,15,2,10,6,1,9,3,6,3,3,10,0
