contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Oost Gelre,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Antoniushove,1586::SB1,7131 CW,1478,754,2,0,0,1,0,710,47,0,0,1,0,0,757,176,172,32,38,32,89,7,0,38,20,49,5,96,0,0
Arnhem,Oost Gelre,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Schuttersgilde St. Switbertus,1586::SB2,7131 ZT,1514,968,3,2,0,0,0,908,65,0,0,0,0,0,973,154,165,71,76,49,117,12,1,66,19,67,7,164,0,0
Arnhem,Oost Gelre,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau St. Jozefschool,1586::SB3,7131 GK,1450,841,3,4,0,0,0,778,70,0,0,0,0,0,848,228,155,61,27,20,133,13,2,50,13,36,8,94,1,0
Arnhem,Oost Gelre,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Den Diek,1586::SB4,7131 DP,1473,981,8,1,0,0,0,911,79,0,0,0,0,0,990,165,188,53,75,52,140,8,4,55,9,72,9,150,0,1
Arnhem,Oost Gelre,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Schoppe,1586::SB5,7131 SB,1335,804,2,2,0,0,0,748,60,0,0,0,0,0,808,87,101,43,95,67,99,11,1,68,26,52,13,135,5,1
Arnhem,Oost Gelre,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau St. Jorisschool,1586::SB6,7132 DK,1543,818,3,1,0,1,0,763,58,0,1,0,0,0,821,205,125,69,49,33,93,7,2,54,28,16,16,120,1,0
Arnhem,Oost Gelre,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gemeentehuis,1586::SB7,7131 BJ,1543,681,1,0,0,0,1,622,59,0,0,0,0,0,682,165,132,43,33,28,77,6,6,36,12,35,11,91,6,0
Arnhem,Oost Gelre,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sportcomplex De Bult,1586::SB8,7134 NJ,925,590,2,3,0,0,0,537,58,0,0,0,0,0,595,111,259,21,16,22,23,3,3,25,6,10,2,89,0,0
Arnhem,Oost Gelre,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis 't Kempken,1586::SB9,7135 JD,1031,629,4,0,0,0,0,580,53,0,0,0,0,0,633,125,229,22,31,24,45,2,2,24,6,24,14,80,0,1
Arnhem,Oost Gelre,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Parochiehuis,1586::SB10,7136 LM,1607,997,10,3,0,0,0,942,68,0,0,0,0,0,1010,169,404,47,31,34,69,10,4,64,17,39,12,97,0,0
